#httprint web server fingerprinting report
#host,port,ssl,banner reported,banner deduced,confidence,SSL issued to name, SSL issued org name,SSL issued org unit, SSL issued serial number, SSL by name, SSL by org, SSL by org unit, SSL issue date, SSL expire date, SSL version,ExpireStatus, cipher name, cipher version, cipher encryption
"www.vietnamairlines.com","80","","AkamaiGHost","Microsoft-IIS/6.0","31.33","","","","","","","","","","","","","","0"
